root_school_name,school_levels,district_id,modified_old_name1,modified_old_name2,modified_local_level
janakalyan ma vi kailari kgaun kailali,,76,janakalyan ma vi kgaun,,kailari rural municipality
janakalyan ma vi pabera,,76,,,kailari rural municipality
janakalyan,nimavi,69,,,ramaroshan rural municipality
janakalyan,pravi,69,,,mellekh rural municipality
janakalyan ma vi ibrd,,77,,,punarbas municipality
janaki ma vi,,76,janaki ma vi,,godawari municipality
janaki,avi,69,janaki nimavi,,mellekh rural municipality
janaki,avi,76,janaki avi kharaula kailali,,lamkichuha municipality
janaki  kinada,avi,71,janaki avi kinada bajhang,janaki pravi,masta rural municipality
janaki kanya ma vi,,77,janaki kanya ma vi,,bheemdatt municipality
janaki ma vi,,76,janaki ma vi,,kailari rural municipality
janaki,pravi,71,janaki pravi,,kedarsyun rural municipality
janaklyan babike,,69,,,chaurpati rural municipality
jananijanmabhumi bal bikas kendra,,69,,,mangalsen municipality
janaprakash,avi,72,janaprakash pravi,,badimalika municipality
janapriya  kimtadi,avi,74,,,mahakali municipality
janapriya balbikas kendra,,75,,,badikedar rural municipality
janapriya,avi,71,jana priya avi,,chhabispathivera rural municipality
janapriya,avi,69,janaprya pravi,,turmakhad rural municipality
janapriya,avi,75,janapriya avi,janapriya pravi,jorayal rural municipality
janapriya,avi,76,jana priya avi,,ghodaghodi municipality
janapriya  i gaon,avi,76,jana priya avi i gaun,,dhangadhi sub metropolitan city
janapriya  ratapani,avi,74,janapriya pravi,,shailyashikhar municipality
janapriya ma vi,,71,janapriya ma vi,jana priya ma vi,chhabispathivera rural municipality
janapriya ma vi,,76,,,gauriganga municipality
janaprya,avi,71,janaprya pravi,,thalara rural municipality
janasamudaya,pravi,76,,,gauriganga municipality
janasawa bbk,,69,,,dhakari rural municipality
janasewa bbk,,69,,,turmakhad rural municipality
janasewa bidya mandir,,76,,,ghodaghodi municipality
janasewa ma vi,,76,,,lamkichuha municipality
janasewa  beraju,pravi,69,janasewa pravi,,dhakari rural municipality
janasewa  ranamuda,pravi,76,,,kailari rural municipality
janasewa ma vi,,77,janasewa ma vi haldukhal kanchanpur,,bheemdatt municipality
janashakti,avi,70,janashakti avi,janashakti avi,sigas rural municipality
janashakti,avi,72,janashakti pravi,,triveni municipality
janashathi,avi,70,janashathi avi,janashathi pravi,sigas rural municipality
janata,avi,76,janata avi koili bhuruwa,,bardagoriya rural municipality
janata,avi,76,janata avi,,ghodaghodi municipality
janata ma vi,,69,janata uchha ma vi,,mellekh rural municipality
janata,avi,71,janata pravi,,bungal municipality
janata  utterkataine,avi,76,,,kailari rural municipality
janata a bidyalay,,76,janata pravi,,mohanyal rural municipality
janata  manau,avi,76,,,kailari rural municipality
janata  samarchaura,avi,76,,,kailari rural municipality
janata ba bi ke,,69,,,mellekh rural municipality
janata,avi,70,janata pravi,,sigas rural municipality
janata basic level vi,,75,janta pravi,,k i singh rural municipality
janata,avi,72,janata pravi,,triveni municipality
janata,avi,72,janata pravi,,triveni municipality
janata,avi,71,janata avi,,chhabispathivera rural municipality
janata,avi,71,janata pravi,,thalara rural municipality
janata,avi,69,janata pravi,,sanfebagar municipality
janata,avi,69,janata pravi,,panchadewal binayak municipality
janata,avi,69,janata pravi,,sanfebagar municipality
janata,avi,69,janata pravi,,turmakhad rural municipality
janata,avi,75,janata avi,janata pravi,jorayal rural municipality
janata,avi,76,janata pravi,janata pravi,joshipur rural municipality
janata,avi,76,,,gauriganga municipality
janata,avi,76,janata avi,,ghodaghodi municipality
janata,avi,76,janata avi amarawati,,janaki rural municipality
janata,avi,70,janata avi,,patan municipality
janata,avi,69,janata pravi,,chaurpati rural municipality
janata  chure sallekada,avi,76,janata avi,,chure rural municipality
janata  chure milanpur,avi,76,janata avi,janata pravi,chure rural municipality
janata  punapa piladi baitadi,avi,70,janata avi,jana chetana pravi,purchaudi municipality
janata  bagerawa,avi,76,janata avi bagrewa,janata avi bagerawa,mohanyal rural municipality
janata  bisalnagar,avi,76,janata avi chatakpur,janata avi,dhangadhi sub metropolitan city
janata  raunalichaud,avi,70,janata avi,,purchaudi municipality
janata bbk,,69,,,turmakhad rural municipality
janata community,avi,69,janata pravi,,turmakhad rural municipality
janata ekata,avi,76,,,chure rural municipality
janata ebs udai,,74,janata ebs,,mahakali municipality
janata janardan ma vi,,75,janata janardan uchha ma vi,,sayal rural municipality
janata ma vi,,76,janata ma vi gadariya,,kailari rural municipality
janata ma vi,,73,janata ma vi,,ganayapdhura rural municipality
janata model ma vi,,76,,,janaki rural municipality
janata,pravi,71,,,jaya prithvi municipality
janata,pravi,69,,,dhakari rural municipality
janata,pravi,69,,,panchadewal binayak municipality
janata,pravi,75,,,aadarsha rural municipality
janata,pravi,77,,,bheemdatt municipality
janata,pravi,73,,,ganayapdhura rural municipality
janata  lausa,pravi,76,,,kailari rural municipality
janata  mohanour,pravi,76,,,kailari rural municipality
janata,pravi,73,janata pravi,janata avi,aalital rural municipality
janata,pravi,76,,,gauriganga municipality
janata rastriya ma vi sunahaphata,,76,,,tikapur municipality
janata rastriya ma vi kailaligaun,,76,janata rastriya ma vi kailaligaon,,dhangadhi sub metropolitan city
janata rastriya ma vi rajpur,,76,,,dhangadhi sub metropolitan city
janata saraswati,pravi,76,,,kailari rural municipality
janata ma vi,,72,janata nimavi,,himali rural municipality
janata ma vi,,75,janata ma vi,,badikedar rural municipality
janata ma vi gauji,,77,janata ma vi bedkot gauji,,bedkot municipality
janata ma vi patan baitadi,,70,janata ma vi,,patan municipality
janata ma vi baiseni,,76,,,chure rural municipality
janata ma vi shantinagar,,76,,,chure rural municipality
janayoti prjanajyoti,avi,69,janayoti pravi,,panchadewal binayak municipality
janbikash ma vi barbaj,,74,janbikas ma vi,,duhun rural municipality
janchetana  chaisirgaun,avi,70,janchetana avi,,dasharathchanda municipality
janchetana,avi,70,janchetana pravi,,sigas rural municipality
janchetana,avi,77,janchetana pravi,,shuklaphanta municipality
janchetana,pravi,70,,,dogadakedar rural municipality
janchetana,pravi,70,,,shivanath rural municipality
janjagriti,pravi,69,,,sanfebagar municipality
janjagriti,pravi,76,janjagri pravi,,godawari municipality
janjagriti pra vidyalaya,,76,janjagriti pravi jamire,,mohanyal rural municipality
janjagriti puspalal smriti ma vi,,77,jana jagriti ma vi,,belauri municipality
janjagriti r,pravi,76,,,mohanyal rural municipality
janjagriti ma vi shuklaphanta ganeshpur,,77,,,shuklaphanta municipality
janjoyti,avi,70,janjoyti pravi,,purchaudi municipality
janjyoti,avi,70,janjyoti pravi,,purchaudi municipality
janjyoti,avi,70,janjyoti avi,janjyoti pravi,sigas rural municipality
janjyoti,avi,73,jana jyoti pravi simalta parashuram,jana jyoti pravi simalta parashuram,parashuram municipality
janjyoti  punapa khadayatgaun,avi,70,jana jyoti pravi,,purchaudi municipality
janjyoti  shuklaphanta jonapur,avi,77,,,shuklaphanta municipality
janjyoti,pravi,76,,,dhangadhi sub metropolitan city
janjyoti ma vi,,73,janjyoti ma vi,janjyoti ma vi gainbandhe,parashuram municipality
janjyotia vi debidhura,,74,janjyoti pravi,,malikarjun rural municipality
jankalyan,pravi,70,jankalyan pra,,shivanath rural municipality
jankalyan ma vi,,76,jankalyan ma vi,jankalyan ma vi,ghodaghodi municipality
janpargatishil,avi,76,janpargatishil avi,,ghodaghodi municipality
janprabhat ma vi,,76,,,godawari municipality
janpriya bal bikas kendra,,70,,,sigas rural municipality
janpriya basic leval,,75,janpraya pravi,,badikedar rural municipality
janpriya,avi,75,janpriya avi gadsera,,jorayal rural municipality
janpriya,avi,70,janapriya avi,,patan municipality
janpriya,pravi,71,,,bungal municipality
jansewa,avi,75,,,jorayal rural municipality
jansewa,pravi,77,,,belauri municipality
jansewa,pravi,73,,,amargadhi municipality
janshakti,avi,77,janshakti avi birbalbhadrabasti,,punarbas municipality
janta,avi,75,janta pravi,,badikedar rural municipality
janta  sismada gadsera,avi,75,,,jorayal rural municipality
jantikhera vidya mandir,,76,,,ghodaghodi municipality
janutthan,avi,72,janutthan pravi,,jagannath rural municipality
jasling,pravi,70,,,dogadakedar rural municipality
jatasain balbikash kendra,,69,,,dhakari rural municipality
jawa,pravi,71,,,kedarsyun rural municipality
jay bhageswari academy,,77,,,shuklaphanta municipality
jay bidya neketan,,77,,,shuklaphanta municipality
jay hunainath public academy,,77,jaya hunai nath ebs,,krishnapur municipality
jaya amarapati academy,,77,,,bheemdatt municipality
jaya devi,avi,74,jaya devi pravi,,naugad rural municipality
jaya jhul  jayjhul,avi,74,jaya jhul pravi,,mahakali municipality
jaya parwati,avi,76,jaya parwati avi,,janaki rural municipality
jayadeep balbikas kendra bara,,69,jayadeep balbikas kendra,,dhakari rural municipality
jayadogada,pravi,70,,,dogadakedar rural municipality
jayadurge babike,,69,,,chaurpati rural municipality
jayadurge,avi,72,jayadurge pravi,,khaptad chhededaha rural municipality
jayanti,pravi,73,,,ajayameru rural municipality
jayaprithvi,avi,71,jayaprithvi avi,jaya prithavi avi,chhabispathivera rural municipality
jayaprithvi bidhyashram ebs,,71,,,jaya prithvi municipality
jayapur,avi,70,jayapur avi,jayapur avi,patan municipality
jayapur ma vi,,70,jaipur ma vi,,pancheshwar rural municipality
jaycees everest ma vi baiyabehadi,,76,jaycees everest ma vi,jaycees everest english vi,dhangadhi sub metropolitan city
jaycees public vi satti,,76,,,tikapur municipality
jaycees ma vi,,77,jaycees ma vi rajipur kanchanpur,,bheemdatt municipality
jb academy krishnapur bani kanchanpur,,77,jb acadamy krishnapur bani kanchanpur,,krishnapur municipality
jeevan jyoti academy,,76,jeevan jyoti academy vi,,tikapur municipality
jeevan rekha vidya mandir,,77,jivan rekha bidya mandir,,belauri municipality
jeevanodwar,avi,69,jibanodar nimavi,,turmakhad rural municipality
jeewanshakti,avi,77,jeewanshakti avi sitabasti,,punarbas municipality
jems academy ebs,,77,,,punarbas municipality
jevan deep,pravi,76,,,lamkichuha municipality
jhalari educational academy shuklaphanta kaluwapur,,77,jhalari education ebs,,shuklaphanta municipality
jhali,avi,72,jhali pravi,,budhiganga municipality
jhilmila,avi,77,jhilmila pravi,,bheemdatt municipality
jhuda,pravi,75,,,aadarsha rural municipality
jibansudhar bbk lek,,69,jibansudhar bbk,,dhakari rural municipality
jimmeshwor,avi,70,jimmeshwor pravi,,shivanath rural municipality
jiulekh,pravi,72,,,khaptad chhededaha rural municipality
jivan jyoti  devigunj,pravi,76,,,kailari rural municipality
jivan jyoti ma vi,,77,jivan jyoti ma vi tribhuvanbasti,jivan jyoti ma vi tribhuvanbasti,punarbas municipality
jivan jyoti,avi,72,jivanjyoti pravi,,gaumul rural municipality
jivan kala,avi,69,jivan kala pravi,,turmakhad rural municipality
jivanjyoti bal bikash kendra,,69,jivanjyoti babike,,mangalsen municipality
jivansil bbk,,69,,,turmakhad rural municipality
jk ebs,,72,,,triveni municipality
jk ma vi,,76,,,godawari municipality
jogeuda a vijogeuda,,74,jogeuda pravi jogeuda,jogeuda pravi,shailyashikhar municipality
jokaiya,pravi,76,,,dhangadhi sub metropolitan city
